placeDcid,placeName,Date:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Value:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Source:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue
geoId/22091,St. Helena Parish,2021,3585000,https://www.bea.gov/
geoId/22093,St. James Parish,2021,12267000,https://www.bea.gov/
geoId/22095,St. John the Baptist Parish,2021,33746000,https://www.bea.gov/
geoId/22097,St. Landry Parish,2021,62632000,https://www.bea.gov/
geoId/22099,St. Martin Parish,2021,34542000,https://www.bea.gov/
geoId/22101,St. Mary Parish,2021,51481000,https://www.bea.gov/
geoId/22103,St. Tammany Parish,2021,384054000,https://www.bea.gov/
geoId/22105,Tangipahoa Parish,2021,133655000,https://www.bea.gov/
geoId/22107,Tensas Parish,2020,958000,https://www.bea.gov/
geoId/22109,Terrebonne Parish,2021,135537000,https://www.bea.gov/
geoId/22111,Union Parish,2021,5805000,https://www.bea.gov/
geoId/22113,Vermilion Parish,2021,25648000,https://www.bea.gov/
geoId/22115,Vernon Parish,2021,28934000,https://www.bea.gov/
geoId/22117,Washington Parish,2021,16560000,https://www.bea.gov/
geoId/22119,Webster Parish,2021,20649000,https://www.bea.gov/
geoId/22121,West Baton Rouge Parish,2021,40495000,https://www.bea.gov/
geoId/22123,West Carroll Parish,2021,3272000,https://www.bea.gov/
geoId/22125,West Feliciana Parish,2021,17358000,https://www.bea.gov/
geoId/22127,Winn Parish,2021,6233000,https://www.bea.gov/
geoId/23001,Androscoggin County,2021,130867000,https://www.bea.gov/
geoId/23003,Aroostook County,2021,53305000,https://www.bea.gov/
geoId/23005,Cumberland County,2021,901779000,https://www.bea.gov/
geoId/23007,Franklin County,2021,72482000,https://www.bea.gov/
geoId/23009,Hancock County,2021,218301000,https://www.bea.gov/
geoId/23011,Kennebec County,2021,190062000,https://www.bea.gov/
geoId/23013,Knox County,2021,121086000,https://www.bea.gov/
geoId/23015,Lincoln County,2021,99390000,https://www.bea.gov/
geoId/23017,Oxford County,2021,126866000,https://www.bea.gov/
geoId/23019,Penobscot County,2021,281258000,https://www.bea.gov/
geoId/23021,Piscataquis County,2021,17359000,https://www.bea.gov/
geoId/23023,Sagadahoc County,2021,52898000,https://www.bea.gov/
geoId/23025,Somerset County,2021,40782000,https://www.bea.gov/
geoId/23027,Waldo County,2021,48214000,https://www.bea.gov/
geoId/23029,Washington County,2021,22560000,https://www.bea.gov/
geoId/23031,York County,2021,566075000,https://www.bea.gov/
geoId/24001,Allegany County,2021,107430000,https://www.bea.gov/
geoId/24003,Anne Arundel County,2021,1394735000,https://www.bea.gov/
geoId/24005,Baltimore County,2021,1546404000,https://www.bea.gov/
geoId/24009,Calvert County,2021,110152000,https://www.bea.gov/
geoId/24011,Caroline County,2021,14143000,https://www.bea.gov/
geoId/24013,Carroll County,2021,179579000,https://www.bea.gov/
geoId/24015,Cecil County,2021,156143000,https://www.bea.gov/
geoId/24017,Charles County,2021,166050000,https://www.bea.gov/
geoId/24019,Dorchester County,2021,50966000,https://www.bea.gov/
geoId/24021,Frederick County,2021,379225000,https://www.bea.gov/
geoId/24023,Garrett County,2021,56078000,https://www.bea.gov/
geoId/24025,Harford County,2021,302229000,https://www.bea.gov/
geoId/24027,Howard County,2021,579907000,https://www.bea.gov/
geoId/24029,Kent County,2021,38353000,https://www.bea.gov/
geoId/24031,Montgomery County,2021,2054206000,https://www.bea.gov/
geoId/24033,Prince George's County,2021,1422108000,https://www.bea.gov/
geoId/24035,Queen Anne's County,2021,110333000,https://www.bea.gov/
geoId/24037,St. Mary's County,2021,122656000,https://www.bea.gov/
geoId/24039,Somerset County,2021,8935000,https://www.bea.gov/
geoId/24041,Talbot County,2021,119971000,https://www.bea.gov/
geoId/24043,Washington County,2021,232980000,https://www.bea.gov/
geoId/24045,Wicomico County,2021,134424000,https://www.bea.gov/
geoId/24047,Worcester County,2021,419894000,https://www.bea.gov/
geoId/24510,Baltimore,2021,1456719000,https://www.bea.gov/
geoId/25001,Barnstable County,2021,978994000,https://www.bea.gov/
geoId/25003,Berkshire County,2021,361438000,https://www.bea.gov/
geoId/25005,Bristol County,2021,755487000,https://www.bea.gov/
geoId/25007,Dukes County,2021,138175000,https://www.bea.gov/
geoId/25009,Essex County,2021,1390965000,https://www.bea.gov/
geoId/25011,Franklin County,2021,73805000,https://www.bea.gov/
geoId/25013,Hampden County,2021,610654000,https://www.bea.gov/
geoId/25015,Hampshire County,2021,244808000,https://www.bea.gov/
geoId/25017,Middlesex County,2021,3623324000,https://www.bea.gov/
geoId/25019,Nantucket County,2021,189301000,https://www.bea.gov/
geoId/25021,Norfolk County,2021,1758530000,https://www.bea.gov/
geoId/25023,Plymouth County,2021,843372000,https://www.bea.gov/
geoId/25025,Suffolk County,2021,4638702000,https://www.bea.gov/
geoId/25027,Worcester County,2021,1045173000,https://www.bea.gov/
geoId/26001,Alcona County,2021,4524000,https://www.bea.gov/
geoId/26003,Alger County,2021,16780000,https://www.bea.gov/
geoId/26005,Allegan County,2021,97766000,https://www.bea.gov/
geoId/26007,Alpena County,2021,30787000,https://www.bea.gov/
geoId/26009,Antrim County,2021,37809000,https://www.bea.gov/
geoId/26011,Arenac County,2021,32042000,https://www.bea.gov/
geoId/26013,Baraga County,2020,3514000,https://www.bea.gov/
geoId/26015,Barry County,2021,30391000,https://www.bea.gov/
geoId/26017,Bay County,2021,115504000,https://www.bea.gov/
geoId/26019,Benzie County,2021,57152000,https://www.bea.gov/
geoId/26021,Berrien County,2021,203671000,https://www.bea.gov/
geoId/26023,Branch County,2021,41960000,https://www.bea.gov/
geoId/26025,Calhoun County,2021,117008000,https://www.bea.gov/
geoId/26027,Cass County,2021,24912000,https://www.bea.gov/
geoId/26029,Charlevoix County,2021,110385000,https://www.bea.gov/
geoId/26031,Cheboygan County,2021,64992000,https://www.bea.gov/
geoId/26033,Chippewa County,2021,48538000,https://www.bea.gov/
geoId/26035,Clare County,2021,20040000,https://www.bea.gov/
geoId/26037,Clinton County,2021,41585000,https://www.bea.gov/
geoId/26039,Crawford County,2021,14667000,https://www.bea.gov/
geoId/26041,Delta County,2021,30123000,https://www.bea.gov/
geoId/26043,Dickinson County,2021,26428000,https://www.bea.gov/
geoId/26045,Eaton County,2021,98509000,https://www.bea.gov/
geoId/26047,Emmet County,2021,166292000,https://www.bea.gov/
geoId/26049,Genesee County,2021,362922000,https://www.bea.gov/
geoId/26051,Gladwin County,2021,12832000,https://www.bea.gov/
geoId/26053,Gogebic County,2021,27792000,https://www.bea.gov/
geoId/26055,Grand Traverse County,2021,251765000,https://www.bea.gov/
geoId/26057,Gratiot County,2021,16761000,https://www.bea.gov/
geoId/26059,Hillsdale County,2021,16816000,https://www.bea.gov/
geoId/26061,Houghton County,2021,34761000,https://www.bea.gov/
geoId/26063,Huron County,2021,18341000,https://www.bea.gov/
geoId/26065,Ingham County,2021,322901000,https://www.bea.gov/
geoId/26067,Ionia County,2021,32232000,https://www.bea.gov/
geoId/26069,Iosco County,2021,21785000,https://www.bea.gov/
geoId/26071,Iron County,2021,7566000,https://www.bea.gov/
geoId/26073,Isabella County,2021,100366000,https://www.bea.gov/
geoId/26075,Jackson County,2021,132241000,https://www.bea.gov/
geoId/26077,Kalamazoo County,2021,347146000,https://www.bea.gov/
geoId/26079,Kalkaska County,2021,11657000,https://www.bea.gov/
geoId/26081,Kent County,2021,1015063000,https://www.bea.gov/
geoId/26083,Keweenaw County,2021,9603000,https://www.bea.gov/
geoId/26085,Lake County,2021,5842000,https://www.bea.gov/
geoId/26087,Lapeer County,2021,62855000,https://www.bea.gov/
geoId/26089,Leelanau County,2021,55354000,https://www.bea.gov/
geoId/26091,Lenawee County,2021,63730000,https://www.bea.gov/
geoId/26093,Livingston County,2021,224105000,https://www.bea.gov/
geoId/26095,Luce County,2021,7469000,https://www.bea.gov/
geoId/26097,Mackinac County,2021,93404000,https://www.bea.gov/
geoId/26099,Macomb County,2021,794650000,https://www.bea.gov/
geoId/26101,Manistee County,2021,27923000,https://www.bea.gov/
geoId/26103,Marquette County,2021,94690000,https://www.bea.gov/
geoId/26105,Mason County,2021,34484000,https://www.bea.gov/
geoId/26107,Mecosta County,2021,33611000,https://www.bea.gov/
geoId/26109,Menominee County,2021,11315000,https://www.bea.gov/
geoId/26111,Midland County,2021,97202000,https://www.bea.gov/
geoId/26113,Missaukee County,2021,2952000,https://www.bea.gov/
geoId/26115,Monroe County,2021,105480000,https://www.bea.gov/
geoId/26117,Montcalm County,2021,34633000,https://www.bea.gov/
geoId/26119,Montmorency County,2021,9054000,https://www.bea.gov/
geoId/26121,Muskegon County,2021,194188000,https://www.bea.gov/
geoId/26123,Newaygo County,2021,20326000,https://www.bea.gov/
geoId/26125,Oakland County,2021,2275754000,https://www.bea.gov/
geoId/26127,Oceana County,2021,27164000,https://www.bea.gov/
geoId/26129,Ogemaw County,2021,16371000,https://www.bea.gov/
geoId/26131,Ontonagon County,2021,6376000,https://www.bea.gov/
geoId/26133,Osceola County,2021,6594000,https://www.bea.gov/
geoId/26135,Oscoda County,2021,11602000,https://www.bea.gov/
geoId/26137,Otsego County,2021,47580000,https://www.bea.gov/
geoId/26139,Ottawa County,2021,306501000,https://www.bea.gov/
geoId/26141,Presque Isle County,2019,6410000,https://www.bea.gov/
geoId/26143,Roscommon County,2021,23915000,https://www.bea.gov/
geoId/26145,Saginaw County,2021,210728000,https://www.bea.gov/
geoId/26147,St. Clair County,2021,138816000,https://www.bea.gov/
geoId/26149,St. Joseph County,2021,39308000,https://www.bea.gov/
geoId/26151,Sanilac County,2021,18805000,https://www.bea.gov/
geoId/26153,Schoolcraft County,2021,8751000,https://www.bea.gov/
geoId/26155,Shiawassee County,2021,39911000,https://www.bea.gov/
geoId/26157,Tuscola County,2021,22310000,https://www.bea.gov/
geoId/26159,Van Buren County,2021,63054000,https://www.bea.gov/
geoId/26161,Washtenaw County,2021,575369000,https://www.bea.gov/
geoId/26163,Wayne County,2021,3836896000,https://www.bea.gov/
geoId/26165,Wexford County,2021,42652000,https://www.bea.gov/
geoId/27001,Aitkin County,2021,15958000,https://www.bea.gov/
geoId/27003,Anoka County,2021,431760000,https://www.bea.gov/
geoId/27005,Becker County,2021,49909000,https://www.bea.gov/
geoId/27007,Beltrami County,2021,60428000,https://www.bea.gov/
geoId/27009,Benton County,2021,31661000,https://www.bea.gov/
geoId/27011,Big Stone County,2021,2116000,https://www.bea.gov/
geoId/27013,Blue Earth County,2021,106689000,https://www.bea.gov/
geoId/27015,Brown County,2021,26182000,https://www.bea.gov/
geoId/27017,Carlton County,2021,25020000,https://www.bea.gov/
geoId/27019,Carver County,2021,169656000,https://www.bea.gov/
geoId/27021,Cass County,2021,77570000,https://www.bea.gov/
geoId/27023,Chippewa County,2021,9107000,https://www.bea.gov/
geoId/27025,Chisago County,2021,58609000,https://www.bea.gov/
geoId/27027,Clay County,2021,57253000,https://www.bea.gov/
geoId/27029,Clearwater County,2021,4716000,https://www.bea.gov/
geoId/27031,Cook County,2021,51350000,https://www.bea.gov/
geoId/27033,Cottonwood County,2021,9412000,https://www.bea.gov/
geoId/27035,Crow Wing County,2021,149229000,https://www.bea.gov/
geoId/27037,Dakota County,2021,805649000,https://www.bea.gov/
geoId/27039,Dodge County,2021,11102000,https://www.bea.gov/
geoId/27041,Douglas County,2021,65657000,https://www.bea.gov/
geoId/27043,Faribault County,2021,5547000,https://www.bea.gov/
geoId/27045,Fillmore County,2021,15964000,https://www.bea.gov/
geoId/27047,Freeborn County,2021,33734000,https://www.bea.gov/
geoId/27049,Goodhue County,2021,85313000,https://www.bea.gov/
geoId/27051,Grant County,2020,1297000,https://www.bea.gov/
geoId/27053,Hennepin County,2021,3570190000,https://www.bea.gov/
geoId/27055,Houston County,2021,10254000,https://www.bea.gov/
geoId/27057,Hubbard County,2021,22809000,https://www.bea.gov/
geoId/27059,Isanti County,2021,25336000,https://www.bea.gov/
geoId/27061,Itasca County,2021,46583000,https://www.bea.gov/
geoId/27063,Jackson County,2021,5786000,https://www.bea.gov/
geoId/27065,Kanabec County,2021,8078000,https://www.bea.gov/
geoId/27067,Kandiyohi County,2021,76486000,https://www.bea.gov/
geoId/27069,Kittson County,2021,2171000,https://www.bea.gov/
geoId/27071,Koochiching County,2021,18582000,https://www.bea.gov/
geoId/27073,Lac qui Parle County,2021,3388000,https://www.bea.gov/
geoId/27075,Lake County,2021,34550000,https://www.bea.gov/
geoId/27077,Lake of the Woods County,2021,29346000,https://www.bea.gov/
geoId/27079,Le Sueur County,2021,13644000,https://www.bea.gov/
geoId/27081,Lincoln County,2021,2260000,https://www.bea.gov/
geoId/27083,Lyon County,2020,24098000,https://www.bea.gov/
geoId/27085,McLeod County,2021,33173000,https://www.bea.gov/
geoId/27087,Mahnomen County,2021,4967000,https://www.bea.gov/
geoId/27089,Marshall County,2021,2184000,https://www.bea.gov/
geoId/27091,Martin County,2021,18281000,https://www.bea.gov/
geoId/27093,Meeker County,2021,10591000,https://www.bea.gov/
geoId/27095,Mille Lacs County,2021,34583000,https://www.bea.gov/
geoId/27097,Morrison County,2021,24565000,https://www.bea.gov/
geoId/27099,Mower County,2021,32062000,https://www.bea.gov/
geoId/27101,Murray County,2021,4185000,https://www.bea.gov/
geoId/27103,Nicollet County,2021,24097000,https://www.bea.gov/
geoId/27105,Nobles County,2021,17412000,https://www.bea.gov/
geoId/27107,Norman County,2021,1340000,https://www.bea.gov/
geoId/27109,Olmsted County,2021,324563000,https://www.bea.gov/
geoId/27111,Otter Tail County,2021,58702000,https://www.bea.gov/
geoId/27113,Pennington County,2021,14189000,https://www.bea.gov/
geoId/27115,Pine County,2021,29455000,https://www.bea.gov/
geoId/27117,Pipestone County,2021,6244000,https://www.bea.gov/
geoId/27119,Polk County,2021,22999000,https://www.bea.gov/
geoId/27121,Pope County,2021,9946000,https://www.bea.gov/
geoId/27123,Ramsey County,2021,1097327000,https://www.bea.gov/
geoId/27125,Red Lake County,2021,3369000,https://www.bea.gov/
geoId/27127,Redwood County,2021,7892000,https://www.bea.gov/
geoId/27129,Renville County,2021,3905000,https://www.bea.gov/
geoId/27131,Rice County,2021,65573000,https://www.bea.gov/
geoId/27133,Rock County,2021,5934000,https://www.bea.gov/
geoId/27135,Roseau County,2021,10552000,https://www.bea.gov/
geoId/27137,St. Louis County,2021,377362000,https://www.bea.gov/
geoId/27139,Scott County,2021,234647000,https://www.bea.gov/
geoId/27141,Sherburne County,2021,67800000,https://www.bea.gov/
geoId/27143,Sibley County,2021,5232000,https://www.bea.gov/
geoId/27145,Stearns County,2021,200036000,https://www.bea.gov/
geoId/27147,Steele County,2021,40272000,https://www.bea.gov/
geoId/27149,Stevens County,2021,7308000,https://www.bea.gov/
geoId/27151,Swift County,2021,11763000,https://www.bea.gov/
geoId/27153,Todd County,2021,9208000,https://www.bea.gov/
geoId/27155,Traverse County,2021,1103000,https://www.bea.gov/
geoId/27157,Wabasha County,2021,17862000,https://www.bea.gov/
geoId/27159,Wadena County,2021,8794000,https://www.bea.gov/
geoId/27161,Waseca County,2021,9908000,https://www.bea.gov/
geoId/27163,Washington County,2021,379454000,https://www.bea.gov/
geoId/27165,Watonwan County,2021,5620000,https://www.bea.gov/
geoId/27167,Wilkin County,2021,2244000,https://www.bea.gov/
geoId/27169,Winona County,2021,54647000,https://www.bea.gov/
geoId/27171,Wright County,2021,137334000,https://www.bea.gov/
geoId/27173,Yellow Medicine County,2021,21828000,https://www.bea.gov/
geoId/28001,Adams County,2021,52094000,https://www.bea.gov/
geoId/28003,Alcorn County,2021,46102000,https://www.bea.gov/
geoId/28005,Amite County,2021,3951000,https://www.bea.gov/
geoId/28007,Attala County,2021,10456000,https://www.bea.gov/
geoId/28009,Benton County,2019,87000,https://www.bea.gov/
geoId/28011,Bolivar County,2021,29126000,https://www.bea.gov/
geoId/28013,Calhoun County,2021,1867000,https://www.bea.gov/
geoId/28015,Carroll County,2007,423000,https://www.bea.gov/
geoId/28017,Chickasaw County,2021,5934000,https://www.bea.gov/
geoId/28019,Choctaw County,2021,1169000,https://www.bea.gov/
geoId/28021,Claiborne County,2020,5239000,https://www.bea.gov/
geoId/28023,Clarke County,2019,5182000,https://www.bea.gov/
geoId/28025,Clay County,2021,18701000,https://www.bea.gov/
geoId/28027,Coahoma County,2021,33164000,https://www.bea.gov/
geoId/28029,Copiah County,2021,12303000,https://www.bea.gov/
geoId/28031,Covington County,2021,11482000,https://www.bea.gov/
geoId/28033,DeSoto County,2021,282380000,https://www.bea.gov/
geoId/28035,Forrest County,2021,119118000,https://www.bea.gov/
geoId/28037,Franklin County,2006,858000,https://www.bea.gov/
geoId/28039,George County,2021,11914000,https://www.bea.gov/
geoId/28041,Greene County,2021,2296000,https://www.bea.gov/
geoId/28043,Grenada County,2021,28304000,https://www.bea.gov/
geoId/28045,Hancock County,2021,115856000,https://www.bea.gov/
geoId/28047,Harrison County,2021,1068695000,https://www.bea.gov/
geoId/28049,Hinds County,2021,282882000,https://www.bea.gov/
geoId/28051,Holmes County,2021,2813000,https://www.bea.gov/
geoId/28053,Humphreys County,2019,1883000,https://www.bea.gov/
geoId/28055,Issaquena County,2018,0,https://www.bea.gov/
geoId/28057,Itawamba County,2021,11488000,https://www.bea.gov/
geoId/28059,Jackson County,2021,151972000,https://www.bea.gov/
geoId/28061,Jasper County,2021,3643000,https://www.bea.gov/
